query_id,query_text,tau_method,rank,doc_id,title,score
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,11,pk_04959,Win-Back Campaign Strategy,0.575832
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,12,pk_02704,AUTO REPLY FOR HOLIDAY CLOSURE,0.566726
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,13,pk_04409,Password Reset Troubleshooting,0.561482
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,14,pk_01819,Win-back campaign ideas,0.558695
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,15,pk_16701,follwing up w dormant clints,0.556618
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,16,pk_19957,Low Engagement Renewal Conversation,0.552752
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,17,pk_08716,Dormant Subscriber Reactivation Planner,0.549133
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,18,pk_05033,Write Re-engagement Campaign for Lapsed Customers,0.548721
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,19,pk_07128,Troubleshoot Login Issues Step by Step,0.548507
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,20,pk_18996,Re-engaging Dormant Prospects,0.548167
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,21,pk_05618,Re-engagement email for dormant leads,0.547134
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,22,pk_01550,Account win-back strategy,0.546514
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,23,pk_10515,Proactive Support Email Template,0.543186
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,24,pk_15175,Dormant lead re-engagement plan,0.541905
9,We need to re-engage dormant users who haven't logged in for over six months.,Hybrid,25,pk_16065,Re-engagement Campaign Ideas,0.541453
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,1,pk_11907,Develop proactive outreach message,0.597129
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,2,pk_08728,Inactive Customer Re-engagement Message,0.581491
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,3,pk_05664,Proactive Support Message,0.561276
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,4,pk_01605,Write a win-back email for churned customers,0.554368
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,5,pk_14262,Re-engagement Email Campaign,0.550805
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,6,pk_17873,Proactive Outreach Message,0.547568
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,7,pk_13667,FOLLOW UP EMAILS FOR LAPSED CUSTOMERS,0.546486
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,8,pk_00031,Win-Back Campaign Email Series,0.512379
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,9,pk_02384,Generate proactive outreach template,0.510330
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,10,pk_00816,Proactive outreach message,0.507612
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,11,pk_04959,Win-Back Campaign Strategy,0.506739
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,12,pk_02704,AUTO REPLY FOR HOLIDAY CLOSURE,0.496942
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,13,pk_04409,Password Reset Troubleshooting,0.491318
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,14,pk_01819,Win-back campaign ideas,0.488335
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,15,pk_16701,follwing up w dormant clints,0.486114
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,16,pk_19957,Low Engagement Renewal Conversation,0.481986
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,17,pk_08716,Dormant Subscriber Reactivation Planner,0.478128
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,18,pk_05033,Write Re-engagement Campaign for Lapsed Customers,0.477689
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,19,pk_07128,Troubleshoot Login Issues Step by Step,0.477461
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,20,pk_18996,Re-engaging Dormant Prospects,0.477100
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,21,pk_05618,Re-engagement email for dormant leads,0.476000
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,22,pk_01550,Account win-back strategy,0.475340
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,23,pk_10515,Proactive Support Email Template,0.471803
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,24,pk_15175,Dormant lead re-engagement plan,0.470444
9,We need to re-engage dormant users who haven't logged in for over six months.,Taumode,25,pk_16065,Re-engagement Campaign Ideas,0.469964
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,1,pk_04127,Viral Product Launch Strategy,0.697155
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,2,pk_09121,product launch help,0.685372
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,3,pk_01426,email campaign,0.667488
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,4,pk_13908,launch,0.656221
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,5,pk_04624,product launch plan for our new skincare line,0.649145
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,6,pk_03065,compettitive diffeentiaition,0.647948
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,7,pk_06088,CREATE SUPPORT SURVEY FOR NEW PRODUCT,0.639419
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,8,pk_19079,Create Product Feature Announcement Template,0.638515
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,9,pk_03625,product launch help,0.636557
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,10,pk_03782,pitch ideas,0.630696
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,11,pk_00252,Product Launch Go-to-Market Strategy,0.630204
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,12,pk_12343,ANALYZE THIS CUSTOMER FEEDBACK DATA,0.623504
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,13,pk_04433,email stuff,0.622919
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,14,pk_08491,Product Launch Go-to-Market Strategy,0.620969
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,15,pk_16169,launching a new product soon omg help,0.619360
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,16,pk_05872,launch plan,0.617843
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,17,pk_04969,launch help,0.617843
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,18,pk_11389,launch help,0.617843
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,19,pk_03344,launch plan,0.615966
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,20,pk_15616,A/B Test Analysis for {{product_name}},0.615159
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,21,pk_15345,Plan product launch go-to-market strategy,0.612441
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,22,pk_10038,Write product launch announcement emails,0.611625
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,23,pk_01485,marketing strategy for my new product,0.611112
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,24,pk_05972,product launch,0.610775
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine,25,pk_10327,faq for our new product launch,0.609366
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,1,pk_04127,Viral Product Launch Strategy,0.638039
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,2,pk_09121,product launch help,0.624994
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,3,pk_01426,email campaign,0.605342
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,4,pk_13908,launch,0.593055
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,5,pk_04624,product launch plan for our new skincare line,0.585373
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,6,pk_03065,compettitive diffeentiaition,0.584077
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,7,pk_06088,CREATE SUPPORT SURVEY FOR NEW PRODUCT,0.574861
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,8,pk_19079,Create Product Feature Announcement Template,0.573888
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,9,pk_03625,product launch help,0.571778
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,10,pk_03782,pitch ideas,0.565479
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,11,pk_00252,Product Launch Go-to-Market Strategy,0.564950
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,12,pk_12343,ANALYZE THIS CUSTOMER FEEDBACK DATA,0.557775
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,13,pk_04433,email stuff,0.557150
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,14,pk_08491,Product Launch Go-to-Market Strategy,0.555066
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,15,pk_16169,launching a new product soon omg help,0.553349
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,16,pk_05872,launch plan,0.551732
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,17,pk_04969,launch help,0.551732
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,18,pk_11389,launch help,0.551732
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,19,pk_03344,launch plan,0.549732
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,20,pk_15616,A/B Test Analysis for {{product_name}},0.548872
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,21,pk_15345,Plan product launch go-to-market strategy,0.545981
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,22,pk_10038,Write product launch announcement emails,0.545114
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,23,pk_01485,marketing strategy for my new product,0.544568
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,24,pk_05972,product launch,0.544211
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Hybrid,25,pk_10327,faq for our new product launch,0.542715
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,1,pk_04127,Viral Product Launch Strategy,0.574700
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,2,pk_09121,product launch help,0.560302
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,3,pk_01426,email campaign,0.538758
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,4,pk_13908,launch,0.525376
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,5,pk_04624,product launch plan for our new skincare line,0.517047
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,6,pk_03065,compettitive diffeentiaition,0.515643
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,7,pk_06088,CREATE SUPPORT SURVEY FOR NEW PRODUCT,0.505692
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,8,pk_19079,Create Product Feature Announcement Template,0.504643
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,9,pk_03625,product launch help,0.502372
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,10,pk_03782,pitch ideas,0.495604
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,11,pk_00252,Product Launch Go-to-Market Strategy,0.495036
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,12,pk_12343,ANALYZE THIS CUSTOMER FEEDBACK DATA,0.487351
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,13,pk_04433,email stuff,0.486683
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,14,pk_08491,Product Launch Go-to-Market Strategy,0.484456
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,15,pk_16169,launching a new product soon omg help,0.482623
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,16,pk_05872,launch plan,0.480898
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,17,pk_04969,launch help,0.480898
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,18,pk_11389,launch help,0.480898
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,19,pk_03344,launch plan,0.478766
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,20,pk_15616,A/B Test Analysis for {{product_name}},0.477851
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,21,pk_15345,Plan product launch go-to-market strategy,0.474774
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,22,pk_10038,Write product launch announcement emails,0.473852
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,23,pk_01485,marketing strategy for my new product,0.473272
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,24,pk_05972,product launch,0.472892
10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Taumode,25,pk_10327,faq for our new product launch,0.471304
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,1,pk_01615,landlord threatning me w/ fees,0.672872
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,2,pk_03239,clause anaylsis plss,0.635755
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,3,pk_10942,liability stuff in our rental lease,0.625342
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,4,pk_05451,help understanding this weird clause in my lease agreement,0.592841
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,5,pk_10757,Commercial Lease Termination Letter,0.589590
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,6,pk_10245,Commercial Lease Termination Guide,0.587508
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,7,pk_17256,Please review my rental agreement - taking up your time I know,0.585788
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,8,pk_02203,Looking for help with tax deductions,0.581557
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,9,pk_07535,quick question about contract law stuff,0.580716
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,10,pk_04182,Explain employee record retention requirements,0.580201
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,11,pk_06900,Commercial Lease Analysis,0.575166
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,12,pk_11125,quick legal q,0.573322
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,13,pk_01502,legit??,0.573322
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,14,pk_12537,quick ?,0.573322
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,15,pk_13639,Hello I need some friendly legal advice please,0.564344
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,16,pk_03887,terms of service template,0.563494
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,17,pk_09645,Analyze governing law clause,0.559724
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,18,pk_08790,Please help me understand this,0.558778
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,19,pk_07185,is this legal tho,0.558052
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,20,pk_07774,Please help if you have time dear,0.552038
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,21,pk_10519,home office tax deducton,0.550527
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,22,pk_00758,lease aggreement question,0.550333
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,23,pk_16396,quick question,0.545130
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,24,pk_04954,is this legal,0.545130
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine,25,pk_15526,is this allowed,0.545130
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,1,pk_01615,landlord threatning me w/ fees,0.611240
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,2,pk_03239,clause anaylsis plss,0.570915
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,3,pk_10942,liability stuff in our rental lease,0.559741
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,4,pk_05451,help understanding this weird clause in my lease agreement,0.525254
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,5,pk_10757,Commercial Lease Termination Letter,0.521837
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,6,pk_10245,Commercial Lease Termination Guide,0.519653
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,7,pk_17256,Please review my rental agreement - taking up your time I know,0.517849
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,8,pk_02203,Looking for help with tax deductions,0.513420
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,9,pk_07535,quick question about contract law stuff,0.512540
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,10,pk_04182,Explain employee record retention requirements,0.512002
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,11,pk_06900,Commercial Lease Analysis,0.506748
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,12,pk_11125,quick legal q,0.504827
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,13,pk_01502,legit??,0.504827
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,14,pk_12537,quick ?,0.504827
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,15,pk_13639,Hello I need some friendly legal advice please,0.495503
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,16,pk_03887,terms of service template,0.494623
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,17,pk_09645,Analyze governing law clause,0.490722
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,18,pk_08790,Please help me understand this,0.489746
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,19,pk_07185,is this legal tho,0.488996
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,20,pk_07774,Please help if you have time dear,0.482797
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,21,pk_10519,home office tax deducton,0.481242
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,22,pk_00758,lease aggreement question,0.481042
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,23,pk_16396,quick question,0.475700
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,24,pk_04954,is this legal,0.475700
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Hybrid,25,pk_15526,is this allowed,0.475700
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,1,pk_01615,landlord threatning me w/ fees,0.545205
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,2,pk_03239,clause anaylsis plss,0.501444
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,3,pk_10942,liability stuff in our rental lease,0.489454
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,4,pk_05451,help understanding this weird clause in my lease agreement,0.452840
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,5,pk_10757,Commercial Lease Termination Letter,0.449245
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,6,pk_10245,Commercial Lease Termination Guide,0.446950
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,7,pk_17256,Please review my rental agreement - taking up your time I know,0.445057
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,8,pk_02203,Looking for help with tax deductions,0.440415
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,9,pk_07535,quick question about contract law stuff,0.439495
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,10,pk_04182,Explain employee record retention requirements,0.438932
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,11,pk_06900,Commercial Lease Analysis,0.433443
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,12,pk_11125,quick legal q,0.431440
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,13,pk_01502,legit??,0.431440
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,14,pk_12537,quick ?,0.431440
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,15,pk_13639,Hello I need some friendly legal advice please,0.421745
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,16,pk_03887,terms of service template,0.420832
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,17,pk_09645,Analyze governing law clause,0.416793
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,18,pk_08790,Please help me understand this,0.415782
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,19,pk_07185,is this legal tho,0.415007
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,20,pk_07774,Please help if you have time dear,0.408609
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,21,pk_10519,home office tax deducton,0.407008
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,22,pk_00758,lease aggreement question,0.406802
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,23,pk_16396,quick question,0.401311
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,24,pk_04954,is this legal,0.401311
11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Taumode,25,pk_15526,is this allowed,0.401311
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,1,pk_02144,Optimize React Application Performance,0.689979
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,2,pk_01152,app crashing on android,0.677543
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,3,pk_02646,Optimize React Application Performance,0.670324
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,4,pk_06314,css is breaking my app,0.670124
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,5,pk_02043,React Performance Optimization Strategies,0.634401
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,6,pk_01979,Technical Troubleshooting Guide,0.609116
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,7,pk_08409,code slow,0.608051
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,8,pk_11392,slow code,0.599087
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,9,pk_10454,Critique Mobile App Navigation Design,0.596816
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,10,pk_10019,make api faster,0.595897
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,11,pk_03883,frontend framework,0.593041
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,12,pk_10650,api slow,0.590115
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,13,pk_03556,resposive design question,0.589097
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,14,pk_16100,react useeffect infinite loop,0.582171
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,15,pk_07753,Set Up Local Development with Docker Compose,0.579852
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,16,pk_11078,app crashing,0.579400
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,17,pk_14312,make it faster,0.579399
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,18,pk_03277,react broken,0.572997
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,19,pk_15602,App Localization Testing Guide,0.570024
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,20,pk_19488,Debug React component re-renders,0.568723
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,21,pk_07646,env variabels in react,0.565518
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,22,pk_07426,vpn slow,0.565202
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,23,pk_17576,slow python code,0.565032
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,24,pk_08257,react help,0.564919
12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine,25,pk_11022,react error,0.564919
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,1,pk_02144,Optimize React Application Performance,0.630085
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,2,pk_01152,app crashing on android,0.616369
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,3,pk_02646,Optimize React Application Performance,0.608447
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,4,pk_06314,css is breaking my app,0.608228
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,5,pk_02043,React Performance Optimization Strategies,0.569459
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,6,pk_01979,Technical Troubleshooting Guide,0.542450
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,7,pk_08409,code slow,0.541320
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,8,pk_11392,slow code,0.531836
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,9,pk_10454,Critique Mobile App Navigation Design,0.529440
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,10,pk_10019,make api faster,0.528472
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,11,pk_03883,frontend framework,0.525465
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,12,pk_10650,api slow,0.522389
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,13,pk_03556,resposive design question,0.521319
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,14,pk_16100,react useeffect infinite loop,0.514061
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,15,pk_07753,Set Up Local Development with Docker Compose,0.511637
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,16,pk_11078,app crashing,0.511165
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,17,pk_14312,make it faster,0.511164
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,18,pk_03277,react broken,0.504489
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,19,pk_15602,App Localization Testing Guide,0.501397
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,20,pk_19488,Debug React component re-renders,0.500045
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,21,pk_07646,env variabels in react,0.496719
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,22,pk_07426,vpn slow,0.496393
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,23,pk_17576,slow python code,0.496216
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,24,pk_08257,react help,0.496099
12,"My React app is super laggy on mobile, what am I doing wrong?",Hybrid,25,pk_11022,react error,0.496099
12,"My React app is super laggy on mobile, what am I doing wrong?",Taumode,1,pk_02144,Optimize React Application Performance,0.565913
12,"My React app is super laggy on mobile, what am I doing wrong?",Taumode,2,pk_01152,app crashing on android,0.550825
