head_k,query_id,query_text,tau_method,head_mean,tail_mean,tail_std,tail_to_head_ratio,tail_cv,tail_decay_rate,n_tail_items,total_items
5,19,How do I fix a leaky faucet in my kitchen without calling a plumber?,taumode (τ=0.42),0.437800,0.402943,0.010327,0.920383,0.025629,0.001540,20,25
5,20,"My dog keeps eating grass and throwing up, should I be worried?",Cosine (τ=1.0),0.530402,0.502569,0.008215,0.947525,0.016347,0.001321,20,25
5,20,"My dog keeps eating grass and throwing up, should I be worried?",hybrid (τ=0.72),0.460708,0.432590,0.008239,0.938967,0.019047,0.001325,20,25
5,20,"My dog keeps eating grass and throwing up, should I be worried?",taumode (τ=0.42),0.386036,0.357612,0.008265,0.926369,0.023112,0.001329,20,25
5,21,Configuring BGP routing policies for multi-homed AS with unequal bandwidth links.,Cosine (τ=1.0),0.561903,0.538249,0.006775,0.957904,0.012588,0.001158,20,25
5,21,Configuring BGP routing policies for multi-homed AS with unequal bandwidth links.,hybrid (τ=0.72),0.492984,0.468671,0.006926,0.950682,0.014778,0.001184,20,25
5,21,Configuring BGP routing policies for multi-homed AS with unequal bandwidth links.,taumode (τ=0.42),0.419143,0.394124,0.007087,0.940309,0.017982,0.001212,20,25
5,22,Optimizing garbage collection pauses in Java 17 using ZGC for low-latency trading applications.,Cosine (τ=1.0),0.612798,0.583826,0.006983,0.952723,0.011961,0.001171,20,25
5,22,Optimizing garbage collection pauses in Java 17 using ZGC for low-latency trading applications.,hybrid (τ=0.72),0.546373,0.515808,0.007325,0.944057,0.014201,0.001229,20,25
5,22,Optimizing garbage collection pauses in Java 17 using ZGC for low-latency trading applications.,taumode (τ=0.42),0.475204,0.442930,0.007691,0.932085,0.017365,0.001292,20,25
5,23,Implementing a custom loss function in PyTorch for highly imbalanced multi-class image segmentation.,Cosine (τ=1.0),0.642391,0.585530,0.019379,0.911485,0.033097,0.002781,20,25
5,23,Implementing a custom loss function in PyTorch for highly imbalanced multi-class image segmentation.,hybrid (τ=0.72),0.578116,0.517683,0.020350,0.895466,0.039309,0.002921,20,25
5,23,Implementing a custom loss function in PyTorch for highly imbalanced multi-class image segmentation.,taumode (τ=0.42),0.509250,0.444990,0.021390,0.873816,0.048069,0.003072,20,25
5,24,Troubleshooting 502 Bad Gateway errors in Kubernetes NGINX Ingress Controller behind an AWS ALB.,Cosine (τ=1.0),0.694461,0.601881,0.009706,0.866687,0.016126,0.001824,20,25
5,24,Troubleshooting 502 Bad Gateway errors in Kubernetes NGINX Ingress Controller behind an AWS ALB.,hybrid (τ=0.72),0.636506,0.534814,0.010281,0.840233,0.019223,0.001935,20,25
5,24,Troubleshooting 502 Bad Gateway errors in Kubernetes NGINX Ingress Controller behind an AWS ALB.,taumode (τ=0.42),0.574411,0.462956,0.010896,0.805966,0.023537,0.002054,20,25
5,25,Calculating the aerodynamic drag coefficient using OpenFOAM for a simplified Formula SAE car.,Cosine (τ=1.0),0.559091,0.537738,0.005181,0.961809,0.009635,0.000832,20,25
5,25,Calculating the aerodynamic drag coefficient using OpenFOAM for a simplified Formula SAE car.,hybrid (τ=0.72),0.490100,0.468145,0.005291,0.955202,0.011302,0.000850,20,25
5,25,Calculating the aerodynamic drag coefficient using OpenFOAM for a simplified Formula SAE car.,taumode (τ=0.42),0.416181,0.393580,0.005409,0.945694,0.013743,0.000869,20,25
5,26,Resolving dependency conflicts between React 18 concurrent mode and legacy Redux middleware.,Cosine (τ=1.0),0.606176,0.567781,0.009938,0.936660,0.017504,0.001602,20,25
5,26,Resolving dependency conflicts between React 18 concurrent mode and legacy Redux middleware.,hybrid (τ=0.72),0.539442,0.499095,0.010317,0.925206,0.020671,0.001663,20,25
5,26,Resolving dependency conflicts between React 18 concurrent mode and legacy Redux middleware.,taumode (τ=0.42),0.467941,0.425502,0.010722,0.909308,0.025199,0.001729,20,25
5,27,Using WebGL shaders to implement physically based rendering (PBR) materials.,Cosine (τ=1.0),0.647056,0.617325,0.007172,0.954051,0.011619,0.001410,20,25
5,27,Using WebGL shaders to implement physically based rendering (PBR) materials.,hybrid (τ=0.72),0.583122,0.551193,0.007664,0.945245,0.013904,0.001508,20,25
5,27,Using WebGL shaders to implement physically based rendering (PBR) materials.,taumode (τ=0.42),0.514621,0.480338,0.008191,0.933383,0.017052,0.001613,20,25
5,28,Designing a microstrip patch antenna for 2.4 GHz using HFSS.,Cosine (τ=1.0),0.528051,0.510393,0.003731,0.966562,0.007311,0.000652,20,25
5,28,Designing a microstrip patch antenna for 2.4 GHz using HFSS.,hybrid (τ=0.72),0.458284,0.440428,0.003754,0.961037,0.008524,0.000656,20,25
5,28,Designing a microstrip patch antenna for 2.4 GHz using HFSS.,taumode (τ=0.42),0.383533,0.365464,0.003779,0.952887,0.010340,0.000660,20,25
5,29,Mitigating SSRF vulnerabilities in a Node.js microservice handling user-provided webhooks.,Cosine (τ=1.0),0.651719,0.615095,0.009518,0.943803,0.015474,0.001647,20,25
5,29,Mitigating SSRF vulnerabilities in a Node.js microservice handling user-provided webhooks.,hybrid (τ=0.72),0.588193,0.548829,0.010139,0.933077,0.018474,0.001755,20,25
5,29,Mitigating SSRF vulnerabilities in a Node.js microservice handling user-provided webhooks.,taumode (τ=0.42),0.520129,0.477830,0.010805,0.918677,0.022613,0.001871,20,25
5,30,Configuring a reverse proxy to handle WebSocket connections with mutual TLS authentication.,Cosine (τ=1.0),0.680839,0.589746,0.010977,0.866205,0.018614,0.001722,20,25
5,30,Configuring a reverse proxy to handle WebSocket connections with mutual TLS authentication.,hybrid (τ=0.72),0.620004,0.522035,0.011537,0.841986,0.022100,0.001810,20,25
5,30,Configuring a reverse proxy to handle WebSocket connections with mutual TLS authentication.,taumode (τ=0.42),0.554824,0.449487,0.012136,0.810143,0.027001,0.001903,20,25
5,31,Write a python script to scrape product titles and prices from a Shopify store.,Cosine (τ=1.0),0.657641,0.628296,0.005111,0.955379,0.008134,0.000746,20,25
5,31,Write a python script to scrape product titles and prices from a Shopify store.,hybrid (τ=0.72),0.594628,0.562912,0.005481,0.946663,0.009737,0.000800,20,25
5,31,Write a python script to scrape product titles and prices from a Shopify store.,taumode (τ=0.42),0.527115,0.492858,0.005878,0.935011,0.011927,0.000858,20,25
5,32,Draft a cold outreach LinkedIn message for a SaaS product targeting HR directors.,Cosine (τ=1.0),0.801688,0.759174,0.008449,0.946970,0.011129,0.001436,20,25
5,32,Draft a cold outreach LinkedIn message for a SaaS product targeting HR directors.,hybrid (τ=0.72),0.757226,0.708002,0.009686,0.934994,0.013681,0.001647,20,25
5,32,Draft a cold outreach LinkedIn message for a SaaS product targeting HR directors.,taumode (τ=0.42),0.709589,0.653175,0.011013,0.920497,0.016860,0.001873,20,25
5,33,Generate a 30-day social media content calendar for a local coffee shop.,Cosine (τ=1.0),0.810100,0.736708,0.032797,0.909403,0.044518,0.005067,20,25
5,33,Generate a 30-day social media content calendar for a local coffee shop.,hybrid (τ=0.72),0.767123,0.682697,0.037240,0.889945,0.054548,0.005750,20,25
5,33,Generate a 30-day social media content calendar for a local coffee shop.,taumode (τ=0.42),0.721077,0.624829,0.042002,0.866523,0.067221,0.006481,20,25
5,34,Create a standard operating procedure (SOP) for onboarding new freelance writers.,Cosine (τ=1.0),0.705723,0.659262,0.007936,0.934165,0.012037,0.001302,20,25
5,34,Create a standard operating procedure (SOP) for onboarding new freelance writers.,hybrid (τ=0.72),0.647839,0.596381,0.008651,0.920570,0.014505,0.001420,20,25
5,34,Create a standard operating procedure (SOP) for onboarding new freelance writers.,taumode (τ=0.42),0.585821,0.529010,0.009417,0.903023,0.017800,0.001546,20,25
5,35,Write a comprehensive prompt to get an AI to act as a rigorous technical interviewer.,Cosine (τ=1.0),0.748592,0.710981,0.010880,0.949757,0.015303,0.001577,20,25
5,35,Write a comprehensive prompt to get an AI to act as a rigorous technical interviewer.,hybrid (τ=0.72),0.695942,0.653478,0.012183,0.938983,0.018643,0.001765,20,25
5,35,Write a comprehensive prompt to get an AI to act as a rigorous technical interviewer.,taumode (τ=0.42),0.639531,0.591867,0.013578,0.925470,0.022941,0.001967,20,25
5,36,Develop a workout plan for a beginner training for a 5k with bad knees.,Cosine (τ=1.0),0.678303,0.614882,0.008497,0.906500,0.013818,0.001784,20,25
5,36,Develop a workout plan for a beginner training for a 5k with bad knees.,hybrid (τ=0.72),0.617768,0.548597,0.009065,0.888032,0.016525,0.001905,20,25
5,36,Develop a workout plan for a beginner training for a 5k with bad knees.,taumode (τ=0.42),0.552908,0.477578,0.009675,0.863757,0.020258,0.002036,20,25
5,37,Outline a five-slide pitch deck for a pre-seed AI health-tech startup.,Cosine (τ=1.0),0.795099,0.737189,0.020606,0.927166,0.027952,0.003177,20,25
5,37,Outline a five-slide pitch deck for a pre-seed AI health-tech startup.,hybrid (τ=0.72),0.749554,0.683060,0.023394,0.911289,0.034248,0.003605,20,25
5,37,Outline a five-slide pitch deck for a pre-seed AI health-tech startup.,taumode (τ=0.42),0.700755,0.625065,0.026381,0.891988,0.042205,0.004064,20,25
5,38,Write a bash script that backs up a PostgreSQL database and uploads it to an S3 bucket daily.,Cosine (τ=1.0),0.704584,0.634045,0.016926,0.899885,0.026695,0.002610,20,25
5,38,Write a bash script that backs up a PostgreSQL database and uploads it to an S3 bucket daily.,hybrid (τ=0.72),0.647882,0.569156,0.018217,0.878487,0.032008,0.002807,20,25
5,38,Write a bash script that backs up a PostgreSQL database and uploads it to an S3 bucket daily.,taumode (τ=0.42),0.587130,0.499632,0.019601,0.850975,0.039231,0.003018,20,25
5,39,Create a template for a weekly one-on-one meeting agenda between a manager and a direct report.,Cosine (τ=1.0),0.829876,0.744392,0.024083,0.896992,0.032353,0.003923,20,25
5,39,Create a template for a weekly one-on-one meeting agenda between a manager and a direct report.,hybrid (τ=0.72),0.790430,0.691278,0.027434,0.874560,0.039686,0.004476,20,25
5,39,Create a template for a weekly one-on-one meeting agenda between a manager and a direct report.,taumode (τ=0.42),0.748165,0.634371,0.031026,0.847902,0.048908,0.005069,20,25
5,40,Generate a list of 20 creative name ideas for a plant-based dog food brand.,Cosine (τ=1.0),0.734670,0.672128,0.010392,0.914870,0.015461,0.002046,20,25
5,40,Generate a list of 20 creative name ideas for a plant-based dog food brand.,hybrid (τ=0.72),0.680167,0.610454,0.011415,0.897505,0.018699,0.002251,20,25
5,40,Generate a list of 20 creative name ideas for a plant-based dog food brand.,taumode (τ=0.42),0.621771,0.544374,0.012511,0.875522,0.022982,0.002471,20,25
10,1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Cosine (τ=1.0),0.714391,0.681767,0.009019,0.954333,0.013229,0.001841,15,25
10,1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",hybrid (τ=0.72),0.657338,0.621040,0.009948,0.944781,0.016019,0.002031,15,25
10,1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",taumode (τ=0.42),0.596210,0.555977,0.010944,0.932518,0.019684,0.002235,15,25
10,2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine (τ=1.0),0.694878,0.650610,0.010054,0.936293,0.015453,0.002323,15,25
10,2,What's the best way to gently tell a client their budget is completely unrealistic?,hybrid (τ=0.72),0.635573,0.586989,0.010919,0.923560,0.018602,0.002524,15,25
10,2,What's the best way to gently tell a client their budget is completely unrealistic?,taumode (τ=0.42),0.572031,0.518825,0.011846,0.906987,0.022833,0.002739,15,25
10,3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine (τ=1.0),0.682676,0.637163,0.013863,0.933331,0.021758,0.002542,15,25
10,3,Our churn rate spiked last month and I need a framework to investigate why.,hybrid (τ=0.72),0.622128,0.572484,0.014964,0.920203,0.026139,0.002742,15,25
10,3,Our churn rate spiked last month and I need a framework to investigate why.,taumode (τ=0.42),0.557256,0.503186,0.016144,0.902971,0.032084,0.002957,15,25
10,4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine (τ=1.0),0.770443,0.680631,0.013259,0.883428,0.019481,0.002706,15,25
10,4,Looking for ways to improve employee retention without just throwing money at the problem.,hybrid (τ=0.72),0.721569,0.619816,0.014616,0.858983,0.023582,0.002985,15,25
10,4,Looking for ways to improve employee retention without just throwing money at the problem.,taumode (τ=0.42),0.669205,0.554657,0.016070,0.828830,0.028973,0.003283,15,25
10,5,I need help mediating a conflict between two senior engineers who strongly disagree on the system architecture.,Cosine (τ=1.0),0.644248,0.598319,0.014901,0.928709,0.024905,0.002696,15,25
10,5,I need help mediating a conflict between two senior engineers who strongly disagree on the system architecture.,hybrid (τ=0.72),0.580300,0.531088,0.015762,0.915196,0.029678,0.002850,15,25
10,5,I need help mediating a conflict between two senior engineers who strongly disagree on the system architecture.,taumode (τ=0.42),0.511784,0.459054,0.016683,0.896969,0.036343,0.003015,15,25
10,6,"How can I pitch a high-risk, high-reward marketing campaign to a conservative board of directors?",Cosine (τ=1.0),0.679700,0.643823,0.005624,0.947218,0.008735,0.001205,15,25
10,6,"How can I pitch a high-risk, high-reward marketing campaign to a conservative board of directors?",hybrid (τ=0.72),0.618862,0.579624,0.006085,0.936597,0.010499,0.001304,15,25
10,6,"How can I pitch a high-risk, high-reward marketing campaign to a conservative board of directors?",taumode (τ=0.42),0.553679,0.510839,0.006580,0.922628,0.012880,0.001410,15,25
10,7,"My startup is running out of runway, what are the immediate steps I should take?",Cosine (τ=1.0),0.655978,0.611751,0.004255,0.932579,0.006955,0.000904,15,25
10,7,"My startup is running out of runway, what are the immediate steps I should take?",hybrid (τ=0.72),0.593086,0.545253,0.004521,0.919349,0.008292,0.000960,15,25
10,7,"My startup is running out of runway, what are the immediate steps I should take?",taumode (τ=0.42),0.525702,0.474005,0.004806,0.901661,0.010140,0.001020,15,25
10,8,"I want to transition from a technical contributor to an engineering manager, what skills am I missing?",Cosine (τ=1.0),0.658695,0.636799,0.005715,0.966758,0.008974,0.001087,15,25
10,8,"I want to transition from a technical contributor to an engineering manager, what skills am I missing?",hybrid (τ=0.72),0.595795,0.572048,0.006152,0.960142,0.010754,0.001170,15,25
10,8,"I want to transition from a technical contributor to an engineering manager, what skills am I missing?",taumode (τ=0.42),0.528402,0.502672,0.006620,0.951306,0.013170,0.001259,15,25
10,9,We need to re-engage dormant users who haven't logged in for over six months.,Cosine (τ=1.0),0.674050,0.618501,0.008806,0.917589,0.014237,0.002143,15,25
10,9,We need to re-engage dormant users who haven't logged in for over six months.,hybrid (τ=0.72),0.612689,0.552455,0.009412,0.901689,0.017037,0.002292,15,25
10,9,We need to re-engage dormant users who haven't logged in for over six months.,taumode (τ=0.42),0.546944,0.481691,0.010062,0.880695,0.020889,0.002452,15,25
10,10,Help me figure out why our recent product launch didn't generate the buzz we expected.,Cosine (τ=1.0),0.654852,0.617129,0.005542,0.942395,0.008980,0.001389,15,25
10,10,Help me figure out why our recent product launch didn't generate the buzz we expected.,hybrid (τ=0.72),0.591689,0.550979,0.005911,0.931197,0.010728,0.001482,15,25
10,10,Help me figure out why our recent product launch didn't generate the buzz we expected.,taumode (τ=0.42),0.524014,0.480104,0.006306,0.916204,0.013134,0.001582,15,25
10,11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,Cosine (τ=1.0),0.603217,0.559188,0.010642,0.927009,0.019032,0.002002,15,25
10,11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,hybrid (τ=0.72),0.536445,0.490200,0.011000,0.913794,0.022440,0.002070,15,25
10,11,Is it legal for my landlord to keep my deposit for normal wear and tear in New York?,taumode (τ=0.42),0.464904,0.416285,0.011383,0.895422,0.027345,0.002142,15,25
10,12,"My React app is super laggy on mobile, what am I doing wrong?",Cosine (τ=1.0),0.635134,0.575360,0.009733,0.905889,0.016917,0.001875,15,25
10,12,"My React app is super laggy on mobile, what am I doing wrong?",hybrid (τ=0.72),0.570611,0.506977,0.010156,0.888482,0.020032,0.001958,15,25
10,12,"My React app is super laggy on mobile, what am I doing wrong?",taumode (τ=0.42),0.501479,0.433709,0.010608,0.864861,0.024460,0.002047,15,25
10,13,Can someone explain Docker to me like I'm 5?,Cosine (τ=1.0),0.847346,0.743136,0.015295,0.877016,0.020582,0.003266,15,25
10,13,Can someone explain Docker to me like I'm 5?,hybrid (τ=0.72),0.811552,0.689754,0.017392,0.849919,0.025216,0.003714,15,25
10,13,Can someone explain Docker to me like I'm 5?,taumode (τ=0.42),0.773202,0.632559,0.019640,0.818103,0.031048,0.004195,15,25
10,14,"I totally bombed my interview, how do I write a follow-up email that doesn't sound desperate?",Cosine (τ=1.0),0.732139,0.701266,0.005077,0.957832,0.007240,0.001103,15,25
10,14,"I totally bombed my interview, how do I write a follow-up email that doesn't sound desperate?",hybrid (τ=0.72),0.677330,0.642615,0.005649,0.948748,0.008791,0.001227,15,25
10,14,"I totally bombed my interview, how do I write a follow-up email that doesn't sound desperate?",taumode (τ=0.42),0.618606,0.579775,0.006262,0.937229,0.010802,0.001361,15,25
10,15,Why does my Wi-Fi keep dropping only when I'm on Zoom calls?,Cosine (τ=1.0),0.552618,0.523767,0.003768,0.947792,0.007195,0.000760,15,25
10,15,Why does my Wi-Fi keep dropping only when I'm on Zoom calls?,hybrid (τ=0.72),0.483592,0.453929,0.003819,0.938661,0.008413,0.000770,15,25
10,15,Why does my Wi-Fi keep dropping only when I'm on Zoom calls?,taumode (τ=0.42),0.409636,0.379103,0.003873,0.925462,0.010216,0.000781,15,25
10,16,Is there a quick way to clean up this messy Excel file without doing it manually?,Cosine (τ=1.0),0.674556,0.601526,0.009641,0.891737,0.016027,0.002083,15,25
10,16,Is there a quick way to clean up this messy Excel file without doing it manually?,hybrid (τ=0.72),0.613606,0.534439,0.010193,0.870980,0.019073,0.002204,15,25
10,16,Is there a quick way to clean up this messy Excel file without doing it manually?,taumode (τ=0.42),0.548303,0.462559,0.010785,0.843619,0.023316,0.002334,15,25
10,17,What happens if I accidentally put regular gas in a premium car?,Cosine (τ=1.0),0.523547,0.496862,0.005606,0.949030,0.011284,0.001180,15,25
10,17,What happens if I accidentally put regular gas in a premium car?,hybrid (τ=0.72),0.453842,0.426874,0.005599,0.940578,0.013116,0.001179,15,25
10,17,What happens if I accidentally put regular gas in a premium car?,taumode (τ=0.42),0.379158,0.351886,0.005591,0.928073,0.015889,0.001177,15,25
10,18,"I think my coworker is stealing my ideas, how do I bring this up to HR?",Cosine (τ=1.0),0.657265,0.616233,0.006005,0.937572,0.009745,0.001372,15,25
10,18,"I think my coworker is stealing my ideas, how do I bring this up to HR?",hybrid (τ=0.72),0.594304,0.550025,0.006401,0.925495,0.011638,0.001463,15,25
10,18,"I think my coworker is stealing my ideas, how do I bring this up to HR?",taumode (τ=0.42),0.526846,0.479089,0.006825,0.909354,0.014246,0.001560,15,25
10,19,How do I fix a leaky faucet in my kitchen without calling a plumber?,Cosine (τ=1.0),0.569802,0.541965,0.006274,0.951146,0.011576,0.001367,15,25
10,19,How do I fix a leaky faucet in my kitchen without calling a plumber?,hybrid (τ=0.72),0.501236,0.472469,0.006433,0.942607,0.013615,0.001402,15,25
10,19,How do I fix a leaky faucet in my kitchen without calling a plumber?,taumode (τ=0.42),0.427773,0.398009,0.006603,0.930421,0.016590,0.001439,15,25
10,20,"My dog keeps eating grass and throwing up, should I be worried?",Cosine (τ=1.0),0.522563,0.498518,0.004430,0.953987,0.008887,0.001026,15,25
10,20,"My dog keeps eating grass and throwing up, should I be worried?",hybrid (τ=0.72),0.452748,0.428524,0.004428,0.946495,0.010333,0.001026,15,25
10,20,"My dog keeps eating grass and throwing up, should I be worried?",taumode (τ=0.42),0.377947,0.353530,0.004426,0.935397,0.012519,0.001026,15,25
10,21,Configuring BGP routing policies for multi-homed AS with unequal bandwidth links.,Cosine (τ=1.0),0.554764,0.535123,0.004454,0.964596,0.008324,0.001005,15,25
10,21,Configuring BGP routing policies for multi-homed AS with unequal bandwidth links.,hybrid (τ=0.72),0.485624,0.465474,0.004545,0.958508,0.009763,0.001026,15,25
10,21,Configuring BGP routing policies for multi-homed AS with unequal bandwidth links.,taumode (τ=0.42),0.411544,0.390850,0.004642,0.949716,0.011876,0.001048,15,25
10,22,Optimizing garbage collection pauses in Java 17 using ZGC for low-latency trading applications.,Cosine (τ=1.0),0.603712,0.580227,0.002877,0.961099,0.004958,0.000649,15,25
10,22,Optimizing garbage collection pauses in Java 17 using ZGC for low-latency trading applications.,hybrid (τ=0.72),0.536755,0.512031,0.003008,0.953938,0.005875,0.000679,15,25
10,22,Optimizing garbage collection pauses in Java 17 using ZGC for low-latency trading applications.,taumode (τ=0.42),0.465016,0.438964,0.003149,0.943977,0.007173,0.000711,15,25
10,23,Implementing a custom loss function in PyTorch for highly imbalanced multi-class image segmentation.,Cosine (τ=1.0),0.627616,0.576426,0.012724,0.918437,0.022074,0.002919,15,25
10,23,Implementing a custom loss function in PyTorch for highly imbalanced multi-class image segmentation.,hybrid (τ=0.72),0.562264,0.508107,0.013306,0.903679,0.026188,0.003057,15,25
10,23,Implementing a custom loss function in PyTorch for highly imbalanced multi-class image segmentation.,taumode (τ=0.42),0.492245,0.434907,0.013930,0.883519,0.032030,0.003205,15,25
10,24,Troubleshooting 502 Bad Gateway errors in Kubernetes NGINX Ingress Controller behind an AWS ALB.,Cosine (τ=1.0),0.654478,0.597677,0.006099,0.913212,0.010204,0.001078,15,25
10,24,Troubleshooting 502 Bad Gateway errors in Kubernetes NGINX Ingress Controller behind an AWS ALB.,hybrid (τ=0.72),0.592343,0.530358,0.006436,0.895358,0.012136,0.001138,15,25
10,24,Troubleshooting 502 Bad Gateway errors in Kubernetes NGINX Ingress Controller behind an AWS ALB.,taumode (τ=0.42),0.525769,0.458232,0.006798,0.871545,0.014834,0.001202,15,25
10,25,Calculating the aerodynamic drag coefficient using OpenFOAM for a simplified Formula SAE car.,Cosine (τ=1.0),0.551686,0.535557,0.003946,0.970764,0.007369,0.000746,15,25
10,25,Calculating the aerodynamic drag coefficient using OpenFOAM for a simplified Formula SAE car.,hybrid (τ=0.72),0.482466,0.465916,0.004025,0.965696,0.008640,0.000761,15,25
10,25,Calculating the aerodynamic drag coefficient using OpenFOAM for a simplified Formula SAE car.,taumode (τ=0.42),0.408301,0.391300,0.004110,0.958360,0.010503,0.000777,15,25
10,26,Resolving dependency conflicts between React 18 concurrent mode and legacy Redux middleware.,Cosine (τ=1.0),0.593280,0.563580,0.007710,0.949939,0.013680,0.001685,15,25
10,26,Resolving dependency conflicts between React 18 concurrent mode and legacy Redux middleware.,hybrid (τ=0.72),0.525818,0.494728,0.007989,0.940874,0.016149,0.001747,15,25
10,26,Resolving dependency conflicts between React 18 concurrent mode and legacy Redux middleware.,taumode (τ=0.42),0.453537,0.420959,0.008289,0.928168,0.019691,0.001812,15,25
10,27,Using WebGL shaders to implement physically based rendering (PBR) materials.,Cosine (τ=1.0),0.637351,0.613884,0.002767,0.963180,0.004507,0.000575,15,25
10,27,Using WebGL shaders to implement physically based rendering (PBR) materials.,hybrid (τ=0.72),0.572671,0.547518,0.002943,0.956077,0.005375,0.000611,15,25
10,27,Using WebGL shaders to implement physically based rendering (PBR) materials.,taumode (τ=0.42),0.503371,0.476411,0.003132,0.946441,0.006574,0.000651,15,25
10,28,Designing a microstrip patch antenna for 2.4 GHz using HFSS.,Cosine (τ=1.0),0.521748,0.508710,0.002507,0.975011,0.004928,0.000522,15,25
10,28,Designing a microstrip patch antenna for 2.4 GHz using HFSS.,hybrid (τ=0.72),0.451898,0.438733,0.002519,0.970866,0.005742,0.000525,15,25
10,28,Designing a microstrip patch antenna for 2.4 GHz using HFSS.,taumode (τ=0.42),0.377059,0.363757,0.002532,0.964722,0.006961,0.000527,15,25
10,29,Mitigating SSRF vulnerabilities in a Node.js microservice handling user-provided webhooks.,Cosine (τ=1.0),0.639976,0.610716,0.006274,0.954279,0.010273,0.001235,15,25
10,29,Mitigating SSRF vulnerabilities in a Node.js microservice handling user-provided webhooks.,hybrid (τ=0.72),0.575516,0.544159,0.006663,0.945514,0.012245,0.001311,15,25
10,29,Mitigating SSRF vulnerabilities in a Node.js microservice handling user-provided webhooks.,taumode (τ=0.42),0.506453,0.472848,0.007080,0.933646,0.014974,0.001393,15,25
10,30,Configuring a reverse proxy to handle WebSocket connections with mutual TLS authentication.,Cosine (τ=1.0),0.642935,0.584651,0.007418,0.909347,0.012689,0.001794,15,25
10,30,Configuring a reverse proxy to handle WebSocket connections with mutual TLS authentication.,hybrid (τ=0.72),0.579063,0.516672,0.007774,0.892257,0.015047,0.001882,15,25
10,30,Configuring a reverse proxy to handle WebSocket connections with mutual TLS authentication.,taumode (τ=0.42),0.510628,0.443839,0.008156,0.869201,0.018375,0.001975,15,25
10,31,Write a python script to scrape product titles and prices from a Shopify store.,Cosine (τ=1.0),0.646660,0.625835,0.003204,0.967796,0.005119,0.000785,15,25
10,31,Write a python script to scrape product titles and prices from a Shopify store.,hybrid (τ=0.72),0.582731,0.560272,0.003432,0.961458,0.006126,0.000841,15,25
10,31,Write a python script to scrape product titles and prices from a Shopify store.,taumode (τ=0.42),0.514236,0.490025,0.003677,0.952919,0.007504,0.000902,15,25
10,32,Draft a cold outreach LinkedIn message for a SaaS product targeting HR directors.,Cosine (τ=1.0),0.786607,0.755057,0.004905,0.959891,0.006496,0.001147,15,25
10,32,Draft a cold outreach LinkedIn message for a SaaS product targeting HR directors.,hybrid (τ=0.72),0.739699,0.703279,0.005609,0.950763,0.007976,0.001312,15,25
10,32,Draft a cold outreach LinkedIn message for a SaaS product targeting HR directors.,taumode (τ=0.42),0.689441,0.647803,0.006364,0.939605,0.009824,0.001489,15,25
10,33,Generate a 30-day social media content calendar for a local coffee shop.,Cosine (τ=1.0),0.796201,0.721510,0.022113,0.906191,0.030649,0.005299,15,25
10,33,Generate a 30-day social media content calendar for a local coffee shop.,hybrid (τ=0.72),0.750878,0.665385,0.024935,0.886142,0.037475,0.005980,15,25
10,33,Generate a 30-day social media content calendar for a local coffee shop.,taumode (τ=0.42),0.702319,0.605252,0.027959,0.861791,0.046195,0.006710,15,25
10,34,Create a standard operating procedure (SOP) for onboarding new freelance writers.,Cosine (τ=1.0),0.688165,0.655480,0.004911,0.952505,0.007492,0.001048,15,25
10,34,Create a standard operating procedure (SOP) for onboarding new freelance writers.,hybrid (τ=0.72),0.628299,0.592256,0.005339,0.942634,0.009015,0.001139,15,25
10,34,Create a standard operating procedure (SOP) for onboarding new freelance writers.,taumode (τ=0.42),0.564157,0.524515,0.005799,0.929733,0.011055,0.001238,15,25
10,35,Write a comprehensive prompt to get an AI to act as a rigorous technical interviewer.,Cosine (τ=1.0),0.737689,0.705713,0.006595,0.956653,0.009346,0.001378,15,25
10,35,Write a comprehensive prompt to get an AI to act as a rigorous technical interviewer.,hybrid (τ=0.72),0.683566,0.647574,0.007366,0.947347,0.011375,0.001538,15,25
10,35,Write a comprehensive prompt to get an AI to act as a rigorous technical interviewer.,taumode (τ=0.42),0.625577,0.585282,0.008191,0.935588,0.013995,0.001710,15,25
10,36,Develop a workout plan for a beginner training for a 5k with bad knees.,Cosine (τ=1.0),0.652088,0.611218,0.004873,0.937324,0.007973,0.000951,15,25
10,36,Develop a workout plan for a beginner training for a 5k with bad knees.,hybrid (τ=0.72),0.589047,0.544688,0.005177,0.924694,0.009504,0.001010,15,25
10,36,Develop a workout plan for a beginner training for a 5k with bad knees.,taumode (τ=0.42),0.521502,0.473406,0.005502,0.907774,0.011623,0.001073,15,25
10,37,Outline a five-slide pitch deck for a pre-seed AI health-tech startup.,Cosine (τ=1.0),0.780785,0.727428,0.013198,0.931662,0.018144,0.002955,15,25
10,37,Outline a five-slide pitch deck for a pre-seed AI health-tech startup.,hybrid (τ=0.72),0.732958,0.671960,0.014916,0.916778,0.022198,0.003338,15,25
